Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Vision_Score,Defensive_Vulnerability
Away,PASS,,1,35439,1417.56,35503,1420.12,Player19,Player17,0.43,0.4,0.43,0.8,1862.5202943398567,True
Away,PASS,,1,35503,1420.12,35539,1421.56,Player17,Player22,0.43,0.8,0.28,0.97,496.9146119882605,True
Away,BALL OUT,,1,35592,1423.68,35686,1427.44,Player22,,0.31,0.92,-0.04,0.82,,False
Home,RECOVERY,,1,36212,1448.48,36212,1448.48,Player11,,0.01,0.5,,,3389.3363825611327,False
Home,BALL LOST,INTERCEPTION,1,36212,1448.48,36335,1453.4,Player11,,0.01,0.5,0.58,0.25,1982.3010683418725,True
Home,CHALLENGE,AERIAL-LOST,1,36335,1453.4,36335,1453.4,Player8,,0.57,0.26,,,3389.3451669670794,False
Away,CHALLENGE,AERIAL-WON,1,36335,1453.4,36335,1453.4,Player15,,0.58,0.26,,,3389.2748974431906,False
Away,RECOVERY,INTERCEPTION,1,36335,1453.4,36335,1453.4,Player15,,0.58,0.26,,,3389.2748974431906,False
Away,BALL LOST,INTERCEPTION,1,36335,1453.4,36365,1454.6,Player15,,0.58,0.26,0.56,0.26,,False
Home,RECOVERY,INTERCEPTION,1,36370,1454.8,36370,1454.8,Player8,,0.56,0.24,,,3389.225274988473,False
Home,CHALLENGE,GROUND-LOST,1,36410,1456.4,36410,1456.4,Player8,,0.59,0.12,,,3389.0319654346704,True
Home,BALL LOST,INTERCEPTION,1,36410,1456.4,36410,1456.4,Player8,,0.59,0.12,,,3389.0319654346704,True
Away,CHALLENGE,TACKLE-WON,1,36414,1456.56,36414,1456.56,Player15,,0.6,0.12,,,3388.987489307845,True
Away,RECOVERY,THEFT,1,36414,1456.56,36414,1456.56,Player15,,0.6,0.12,,,3388.987489307845,True
Away,BALL OUT,,1,36414,1456.56,36461,1458.44,Player15,,0.6,0.12,0.52,-0.04,,False
Home,SET PIECE,THROW IN,1,36535,1461.4,36535,1461.4,Player4,,,,,,0.0,True
Home,PASS,,1,36535,1461.4,36618,1464.72,Player4,Player3,0.46,0.01,0.29,0.24,603.1093184927608,True
Home,PASS,,1,36618,1464.72,36691,1467.64,Player3,Player1,0.29,0.24,0.35,0.76,2294.063657010155,True
Home,PASS,,1,36691,1467.64,36718,1468.72,Player1,Player10,0.35,0.76,0.45,0.68,1247.876973611634,True
Home,BALL OUT,,1,36718,1468.72,36762,1470.48,Player10,,0.45,0.68,0.47,1.01,2091.328190342634,True
Away,SET PIECE,THROW IN,1,36880,1475.2,36880,1475.2,Player22,,,,,,0.0,True
Away,PASS,,1,36880,1475.2,36907,1476.28,Player22,Player17,0.49,1.01,0.59,0.94,974.7521196475128,True
Away,PASS,,1,36956,1478.24,36996,1479.84,Player17,Player16,0.58,0.89,0.65,0.66,,False
Away,PASS,,1,37027,1481.08,37082,1483.28,Player16,Player15,0.64,0.63,0.6,0.27,,False
Away,PASS,,1,37127,1485.08,37155,1486.2,Player15,Player18,0.55,0.21,0.38,0.0,,False
Away,PASS,,1,37182,1487.28,37194,1487.76,Player18,Player19,0.38,0.0,0.44,0.13,3463.532491788954,False
Away,PASS,,1,37215,1488.6,37235,1489.4,Player19,Player20,0.43,0.11,0.38,0.25,994.40109161536,True
Away,CHALLENGE,GROUND-WON,1,37303,1492.12,37303,1492.12,Player20,,0.27,0.24,,,3389.635879436287,False
Home,CHALLENGE,GROUND-LOST,1,37308,1492.32,37308,1492.32,Player7,,0.26,0.24,,,3389.635309566782,False
Home,CHALLENGE,GROUND-LOST,1,37341,1493.64,37341,1493.64,Player8,,0.19,0.2,,,3389.643799674857,False
Away,CHALLENGE,GROUND-WON,1,37351,1494.04,37351,1494.04,Player20,,0.19,0.23,,,3389.6236863445306,False
Away,BALL LOST,INTERCEPTION,1,37382,1495.28,37382,1495.28,Player20,,0.16,0.22,,,3389.6250370816715,False
Away,CHALLENGE,TACKLE-FAULT-LOST,1,37382,1495.28,37382,1495.28,Player20,,0.16,0.22,,,3389.6250370816715,False
Home,CHALLENGE,TACKLE-FAULT-WON,1,37386,1495.44,37386,1495.44,Player4,,0.13,0.19,,,3389.637528538688,False
Home,SET PIECE,FREE KICK,1,38142,1525.68,38142,1525.68,Player11,,,,,,0.0,True
Home,BALL LOST,,1,38142,1525.68,38232,1529.28,Player11,,0.12,0.14,0.7,0.39,4448.964245649081,False
Home,CHALLENGE,AERIAL-LOST,1,38232,1529.28,38232,1529.28,Player9,,0.67,0.4,,,3389.6207650985357,False
Away,CHALLENGE,AERIAL-WON,1,38234,1529.36,38234,1529.36,Player16,,0.68,0.39,,,3389.595139576398,False
Away,RECOVERY,INTERCEPTION,1,38234,1529.36,38234,1529.36,Player16,,0.68,0.39,,,3389.595139576398,False
Away,PASS,,1,38234,1529.36,38275,1531.0,Player16,Player21,0.68,0.39,0.58,0.43,,False
Away,PASS,,1,38275,1531.0,38288,1531.52,Player21,Player19,0.58,0.43,0.6,0.38,,False
Home,CHALLENGE,TACKLE-WON,1,38313,1532.52,38313,1532.52,Player6,,0.59,0.39,,,3389.6147864163804,False
Home,RECOVERY,THEFT,1,38313,1532.52,38313,1532.52,Player6,,0.59,0.39,,,3389.6147864163804,False
Away,CHALLENGE,TACKLE-LOST,1,38317,1532.68,38317,1532.68,Player19,,0.61,0.37,,,3389.6277375858926,False
Away,BALL LOST,THEFT,1,38317,1532.68,38317,1532.68,Player19,,0.61,0.37,,,3389.6277375858926,False
Home,PASS,,1,38324,1532.96,38341,1533.64,Player6,Player9,0.6,0.39,0.62,0.37,961.6517112251598,True
Home,PASS,,1,38373,1534.92,38388,1535.52,Player9,Player7,0.63,0.33,0.54,0.38,,False
Home,PASS,,1,38419,1536.76,38457,1538.28,Player7,Player1,0.54,0.41,0.55,0.75,1948.0694206649914,True
Away,RECOVERY,INTERCEPTION,1,38457,1538.28,38457,1538.28,Player22,,0.59,0.75,,,3389.259745744141,False
Away,CHALLENGE,TACKLE-FAULT-LOST,1,38457,1538.28,38457,1538.28,Player22,,0.59,0.75,,,3389.259745744141,False
Home,CHALLENGE,TACKLE-FAULT-WON,1,38461,1538.44,38461,1538.44,Player1,,0.55,0.75,,,3389.149784517227,False
Home,FAULT RECEIVED,,1,38478,1539.12,38478,1539.12,Player1,,0.56,0.76,,,3389.1562765039553,False
Home,SET PIECE,FREE KICK,1,42476,1699.04,42476,1699.04,Player6,,,,,,0.0,True
Home,PASS,,1,42476,1699.04,42495,1699.8,Player6,Player10,0.56,0.73,0.56,0.97,1805.1011707877315,True
Home,PASS,,1,42495,1699.8,42524,1700.96,Player10,Player7,0.56,0.97,0.47,0.94,,False
Home,PASS,,1,42539,1701.56,42567,1702.68,Player7,Player2,0.47,0.94,0.36,0.82,,False
Home,PASS,,1,42591,1703.64,42623,1704.92,Player2,Player7,0.36,0.81,0.42,0.96,3385.3802557988297,True
Home,BALL LOST,,1,42660,1706.4,42715,1708.6,Player7,,0.41,0.96,0.75,0.64,1004.6699097718038,True
Away,RECOVERY,INTERCEPTION,1,42718,1708.72,42718,1708.72,Player16,,0.7,0.67,,,3389.4636388026665,False
Away,BALL OUT,HEAD,1,42718,1708.72,42768,1710.72,Player16,,0.7,0.67,0.69,1.02,1752.2604513745634,True
Home,SET PIECE,THROW IN,1,43113,1724.52,43113,1724.52,Player7,,,,,,0.0,True
Home,PASS,,1,43113,1724.52,43132,1725.28,Player7,Player10,0.65,1.01,0.71,0.96,711.6262579279489,True
Home,PASS,,1,43132,1725.28,43151,1726.04,Player10,Player7,0.71,0.96,0.65,1.0,145.81830158798337,True
Home,CHALLENGE,GROUND-WON,1,43171,1726.84,43171,1726.84,Player7,,0.63,0.98,,,3389.191207602046,False
Home,PASS,,1,43214,1728.56,43239,1729.56,Player7,Player2,0.56,0.91,0.45,0.95,,False
Home,BALL LOST,INTERCEPTION,1,43270,1730.8,43324,1732.96,Player2,,0.45,0.95,0.75,0.76,1533.5360691333256,True
Home,CHALLENGE,GROUND,1,43307,1732.28,43307,1732.28,Player9,,0.71,0.77,,,3389.3872936959015,False
Away,CHALLENGE,GROUND,1,43314,1732.56,43314,1732.56,Player16,,0.71,0.79,,,3389.379108230851,False
Away,RECOVERY,INTERCEPTION,1,43325,1733.0,43325,1733.0,Player17,,0.73,0.83,,,3389.3484058664926,False
Away,PASS,HEAD,1,43325,1733.0,43354,1734.16,Player17,Player22,0.73,0.83,0.64,0.92,422.00025595822757,True
Home,CHALLENGE,GROUND-FAULT-WON,1,43439,1737.56,43439,1737.56,Player10,,0.59,0.93,,,3389.1865630186076,False
Away,CHALLENGE,GROUND-FAULT-LOST,1,43455,1738.2,43455,1738.2,Player22,,0.57,0.94,,,3389.2084915412142,False
Away,PASS,,1,43469,1738.76,43485,1739.4,Player22,Player21,0.55,0.96,0.46,0.91,,False
Away,BALL LOST,FORCED,1,43485,1739.4,43485,1739.4,Player21,,0.46,0.91,,,3389.1907685975066,False
Home,SET PIECE,FREE KICK,1,44270,1770.8,44270,1770.8,Player7,,,,,,0.0,True
Home,BALL LOST,INTERCEPTION,1,44270,1770.8,44355,1774.2,Player7,,0.48,0.95,0.84,0.42,340.114571156108,True
Away,RECOVERY,INTERCEPTION,1,44354,1774.16,44354,1774.16,Player18,,0.81,0.45,,,3389.397029009223,False
Away,BALL LOST,HEAD,1,44354,1774.16,44402,1776.08,Player18,,0.81,0.45,0.75,0.39,,False
Home,RECOVERY,,1,44400,1776.0,44400,1776.0,Player5,,0.73,0.42,,,3389.563729168585,False
Away,CHALLENGE,GROUND-WON,1,44426,1777.04,44426,1777.04,Player18,,0.82,0.39,,,3389.0485497639866,True
Away,RECOVERY,INTERCEPTION,1,44426,1777.04,44426,1777.04,Player18,,0.82,0.39,,,3389.0485497639866,True
Away,BALL LOST,,1,44426,1777.04,44504,1780.16,Player18,,0.82,0.39,0.64,0.16,,False
Home,CHALLENGE,GROUND-LOST,1,44429,1777.16,44429,1777.16,Player5,,0.8,0.39,,,3388.9264783005824,True
Home,BALL LOST,INTERCEPTION,1,44429,1777.16,44429,1777.16,Player5,,0.8,0.39,,,3388.9264783005824,True
Home,RECOVERY,,1,44504,1780.16,44504,1780.16,Player4,,0.63,0.21,,,3389.214207705236,False
Home,PASS,,1,44574,1782.96,44589,1783.56,Player4,Player9,0.69,0.22,0.76,0.05,,False
Home,PASS,,1,44615,1784.6,44635,1785.4,Player9,Player4,0.75,0.05,0.67,0.16,606.6077096141692,True
Home,PASS,,1,44665,1786.6,44718,1788.72,Player4,Player3,0.64,0.13,0.45,0.33,452.3511224372751,True
Home,PASS,,1,44737,1789.48,44779,1791.16,Player3,Player2,0.44,0.36,0.38,0.7,1326.0874874867625,True
Home,PASS,,1,44823,1792.92,44842,1793.68,Player2,Player7,0.38,0.78,0.4,0.96,2250.728366047436,True
Home,BALL LOST,INTERCEPTION,1,44858,1794.32,44861,1794.44,Player7,,0.39,0.96,0.37,0.96,,False
Away,RECOVERY,INTERCEPTION,1,44863,1794.52,44863,1794.52,Player22,,0.41,0.96,,,3389.1422802126976,False
Away,BALL OUT,,1,44863,1794.52,44888,1795.52,Player22,,0.41,0.96,0.27,1.02,,False
Home,SET PIECE,THROW IN,1,45114,1804.56,45114,1804.56,Player7,,,,,,0.0,True
Home,PASS,,1,45114,1804.56,45132,1805.28,Player7,Player10,0.39,1.01,0.44,0.91,7.315983820140787,True
Away,CHALLENGE,GROUND-LOST,1,45132,1805.28,45132,1805.28,Player20,,0.45,0.9,,,3389.1914123799197,False
Home,CHALLENGE,GROUND-WON,1,45132,1805.28,45132,1805.28,Player10,,0.44,0.91,,,3389.189688601655,False
Home,PASS,,1,45132,1805.28,45154,1806.16,Player10,Player7,0.44,0.91,0.38,0.99,591.8364018375939,True
Home,CHALLENGE,GROUND-FAULT-WON,1,45176,1807.04,45176,1807.04,Player7,,0.38,0.96,,,3389.1238864039105,True
Home,FAULT RECEIVED,,1,45176,1807.04,45176,1807.04,Player7,,0.38,0.96,,,3389.1238864039105,True
Away,CHALLENGE,TACKLE-FAULT-LOST,1,45184,1807.36,45184,1807.36,Player22,,0.38,0.94,,,3389.1482134606567,False
Home,SET PIECE,FREE KICK,1,45835,1833.4,45835,1833.4,Player2,,,,,,0.0,True
Home,PASS,,1,45835,1833.4,45904,1836.16,Player2,Player9,0.37,0.87,0.75,0.86,3166.845209259149,True
Home,CHALLENGE,AERIAL-WON,1,45904,1836.16,45904,1836.16,Player9,,0.75,0.86,,,3389.1932770803874,False
Home,BALL LOST,,1,45904,1836.16,46002,1840.08,Player9,,0.75,0.86,0.93,0.91,4271.397081787069,False
Away,CHALLENGE,AERIAL-LOST,1,45905,1836.2,45905,1836.2,Player17,,0.75,0.86,,,3389.1932770803874,False
Away,RECOVERY,INTERCEPTION,1,46001,1840.04,46001,1840.04,Player16,,0.92,0.9,,,3389.356964509111,False
Away,BALL OUT,CLEARANCE,1,46001,1840.04,46037,1841.48,Player16,,0.92,0.9,0.76,1.02,232.16936309865514,True
Home,SET PIECE,THROW IN,1,46485,1859.4,46485,1859.4,Player7,,,,,,0.0,True
Home,PASS,,1,46485,1859.4,46511,1860.44,Player7,Player9,0.74,1.01,0.86,0.91,700.2872533395076,True
Home,BALL OUT,,1,46511,1860.44,46546,1861.84,Player9,,0.86,0.91,0.75,1.01,362.51903572710717,True
Away,SET PIECE,THROW IN,1,47146,1885.84,47146,1885.84,Player22,,,,,,0.0,True
Away,PASS,,1,47146,1885.84,47204,1888.16,Player22,Player21,0.6,1.01,0.63,0.69,1.8214644404642828,True
Away,PASS,,1,47204,1888.16,47252,1890.08,Player21,Player15,0.63,0.69,0.66,0.31,,False
Away,PASS,,1,47337,1893.48,47370,1894.8,Player15,Player18,0.53,0.25,0.4,0.04,,False
Away,PASS,,1,47434,1897.36,47462,1898.48,Player18,Player21,0.32,0.07,0.39,0.23,3493.815256303358,False
Away,PASS,,1,47496,1899.84,47573,1902.92,Player21,Player17,0.39,0.22,0.46,0.75,2360.124137184919,True
Away,PASS,,1,47627,1905.08,47695,1907.8,Player17,Player18,0.43,0.73,0.23,0.15,,False
Away,PASS,,1,47755,1910.2,47783,1911.32,Player18,Player15,0.31,0.1,0.42,0.15,4556.1072452513245,False
Away,PASS,,1,47801,1912.04,47854,1914.16,Player15,Player16,0.41,0.15,0.54,0.41,3709.773826395187,False
Away,PASS,,1,47879,1915.16,47919,1916.76,Player16,Player17,0.54,0.43,0.49,0.8,1420.8232513105545,True
Away,CHALLENGE,GROUND-WON,1,47979,1919.16,47979,1919.16,Player17,,0.48,0.74,,,3389.263910069174,False
Home,CHALLENGE,GROUND-LOST,1,47981,1919.24,47981,1919.24,Player9,,0.48,0.73,,,3389.2237361394605,False
Away,PASS,,1,47995,1919.8,48023,1920.92,Player17,Player16,0.5,0.72,0.59,0.57,125.43078016153831,True
Away,PASS,,1,48061,1922.44,48091,1923.64,Player16,Player15,0.64,0.5,0.64,0.24,,False
Away,PASS,,1,48137,1925.48,48175,1927.0,Player15,Player20,0.67,0.21,0.58,0.34,639.0761839209927,True
Away,PASS,,1,48200,1928.0,48239,1929.56,Player20,Player19,0.59,0.29,0.46,0.06,,False
Away,PASS,,1,48239,1929.56,48277,1931.08,Player19,Player18,0.46,0.06,0.35,0.03,,False
Home,RECOVERY,INTERCEPTION,1,48282,1931.28,48282,1931.28,Player4,,0.33,0.05,,,3389.036355928243,True
Home,BALL OUT,,1,48282,1931.28,48313,1932.52,Player4,,0.33,0.05,0.28,-0.03,,False
Away,BALL LOST,INTERCEPTION,1,48284,1931.36,48287,1931.48,Player18,,0.33,0.03,0.32,0.02,,False
Away,SET PIECE,THROW IN,1,48404,1936.16,48404,1936.16,Player18,,,,,,0.0,True
Away,PASS,,1,48404,1936.16,48439,1937.56,Player18,Player19,0.24,0.0,0.34,0.05,4635.404911603322,False
Away,PASS,,1,48478,1939.12,48518,1940.72,Player19,Player21,0.35,0.13,0.17,0.25,145.2947745760829,True
Away,BALL LOST,INTERCEPTION,1,48555,1942.2,48555,1942.2,Player21,,0.13,0.23,0.2,0.18,1410.2907285035851,True
Home,RECOVERY,INTERCEPTION,1,48560,1942.4,48560,1942.4,Player8,,0.18,0.16,,,3389.663481501228,False
Home,PASS,,1,48577,1943.08,48592,1943.68,Player8,Player12,0.19,0.18,0.2,0.29,2200.147428647777,True
Home,PASS,,1,48613,1944.52,48633,1945.32,Player12,Player6,0.21,0.3,0.24,0.45,2607.569285942543,True
Home,CHALLENGE,GROUND-WON,1,48646,1945.84,48646,1945.84,Player6,,0.25,0.46,,,3389.4863657135134,False
Home,PASS,,1,48671,1946.84,48704,1948.16,Player6,Player12,0.26,0.46,0.35,0.44,2577.9865887056676,True
Away,CHALLENGE,GROUND-LOST,1,48721,1948.84,48721,1948.84,Player19,,0.35,0.49,,,3389.4827895445073,False
Home,CHALLENGE,GROUND-WON,1,48730,1949.2,48730,1949.2,Player12,,0.37,0.52,,,3389.4724001477825,False
Home,PASS,,1,48767,1950.68,48807,1952.28,Player12,Player7,0.39,0.65,0.47,0.86,3309.4551857410215,True
Home,BALL LOST,INTERCEPTION,1,48936,1957.44,48978,1959.12,Player7,,0.77,0.74,0.93,0.84,4702.779825196999,False
Home,CHALLENGE,TACKLE-FAULT-LOST,1,48978,1959.12,48978,1959.12,Player5,,0.91,0.86,,,3389.379525285734,False
Away,CHALLENGE,TACKLE-FAULT-WON,1,48982,1959.28,48982,1959.28,Player22,,0.93,0.85,,,3389.384239324941,False
Home,CARD,YELLOW,1,49223,1968.92,49223,1968.92,Player5,,,,,,0.0,True
Away,SET PIECE,FREE KICK,1,50493,2019.72,50493,2019.72,Player25,,,,,,0.0,True
Away,BALL OUT,,1,50493,2019.72,50654,2026.16,Player25,,0.98,0.91,0.31,1.02,,False
Away,CHALLENGE,GROUND,1,50616,2024.64,50616,2024.64,Player24,,0.39,0.93,,,3389.1561898224204,False
Home,CHALLENGE,GROUND,1,50617,2024.68,50617,2024.68,Player7,,0.39,0.95,,,3389.141682569184,False
Home,SET PIECE,THROW IN,1,51082,2043.28,51082,2043.28,Player7,,,,,,0.0,True
Home,PASS,,1,51082,2043.28,51117,2044.68,Player7,Player9,0.41,1.01,0.5,0.86,65.58509914109973,True
Home,CHALLENGE,GROUND-WON,1,51138,2045.52,51138,2045.52,Player9,,0.5,0.82,,,3389.286780631757,False
Away,CHALLENGE,GROUND-LOST,1,51166,2046.64,51166,2046.64,Player20,,0.51,0.76,,,3389.2591223681393,False
Home,CHALLENGE,TACKLE-LOST,1,51224,2048.96,51224,2048.96,Player9,,0.56,0.88,,,3389.253357518293,False
Home,BALL LOST,THEFT,1,51224,2048.96,51224,2048.96,Player9,,0.56,0.88,,,3389.253357518293,False
Away,CHALLENGE,TACKLE-WON,1,51225,2049.0,51225,2049.0,Player20,,0.57,0.87,,,3389.267409297092,False
Away,RECOVERY,THEFT,1,51225,2049.0,51225,2049.0,Player20,,0.57,0.87,,,3389.267409297092,False
Away,PASS,,1,51225,2049.0,51226,2049.04,Player20,Player19,0.57,0.87,0.55,0.89,392.3295840116299,True
Away,BALL OUT,,1,51226,2049.04,51264,2050.56,Player19,,0.55,0.89,0.6,1.01,3475.379647840692,False
Home,SET PIECE,THROW IN,1,51461,2058.44,51461,2058.44,Player7,,,,,,0.0,True
Home,PASS,,1,51461,2058.44,51473,2058.92,Player7,Player12,0.54,1.01,0.51,0.91,1.0,True
Home,PASS,,1,51473,2058.92,51500,2060.0,Player12,Player7,0.51,0.91,0.53,1.0,2755.158984375857,True
Home,PASS,,1,51514,2060.56,51527,2061.08,Player7,Player12,0.53,1.0,0.48,0.96,1.0,True
Home,PASS,,1,51543,2061.72,51581,2063.24,Player12,Player2,0.48,0.97,0.33,0.95,,False
Home,PASS,,1,51630,2065.2,51672,2066.88,Player2,Player3,0.31,0.86,0.24,0.51,,False
Home,BALL LOST,INTERCEPTION,1,51672,2066.88,51729,2069.16,Player3,,0.24,0.51,0.35,0.26,,False
Away,RECOVERY,INTERCEPTION,1,51732,2069.28,51732,2069.28,Player19,,0.39,0.31,,,3389.6074175874496,False
Home,CHALLENGE,TACKLE-WON,1,51755,2070.2,51755,2070.2,Player6,,0.36,0.31,,,3389.6159689837787,False
Home,RECOVERY,THEFT,1,51755,2070.2,51755,2070.2,Player6,,0.36,0.31,,,3389.6159689837787,False
Away,CHALLENGE,TACKLE-LOST,1,51757,2070.28,51757,2070.28,Player19,,0.37,0.31,,,3389.6160171955644,False
Away,BALL LOST,THEFT,1,51757,2070.28,51757,2070.28,Player19,,0.37,0.31,,,3389.6160171955644,False
Home,PASS,,1,51853,2074.12,51868,2074.72,Player6,Player12,0.42,0.57,0.42,0.73,1822.5262598352822,True
Home,PASS,,1,51907,2076.28,51957,2078.28,Player12,Player7,0.45,0.81,0.59,0.98,4401.739779754468,False
Home,PASS,,1,51979,2079.16,52001,2080.04,Player7,Player12,0.61,0.97,0.55,0.86,,False
Home,PASS,,1,52026,2081.04,52048,2081.92,Player12,Player6,0.57,0.84,0.58,0.69,,False
Home,PASS,,1,52048,2081.92,52071,2082.84,Player6,Player12,0.58,0.69,0.59,0.8,2228.776568348712,True
Home,PASS,,1,52090,2083.6,52170,2086.8,Player12,Player4,0.59,0.79,0.59,0.12,,False
Home,PASS,,1,52293,2091.72,52319,2092.76,Player4,Player6,0.71,0.15,0.65,0.23,593.2775834717539,True
Away,CHALLENGE,GROUND-FAULT-LOST,1,52317,2092.68,52317,2092.68,Player24,,0.67,0.24,,,3389.222921939281,False
Home,CHALLENGE,GROUND-FAULT-WON,1,52319,2092.76,52319,2092.76,Player6,,0.65,0.23,,,3389.2914052009814,False
Home,FAULT RECEIVED,,1,52340,2093.6,52340,2093.6,Player6,,0.64,0.24,,,3389.1211781040274,True
Home,SET PIECE,FREE KICK,1,53269,2130.76,53269,2130.76,Player6,,,,,,0.0,True
Home,PASS,,1,53269,2130.76,53301,2132.04,Player6,Player4,0.62,0.27,0.67,0.16,,False
Home,PASS,,1,53322,2132.88,53347,2133.88,Player4,Player8,0.7,0.18,0.8,0.03,307.2729813286448,True
Home,PASS,,1,53461,2138.44,53481,2139.24,Player8,Player12,0.81,0.32,0.71,0.51,774.8278218535033,True
Home,PASS,,1,53502,2140.08,53524,2140.96,Player12,Player10,0.72,0.55,0.75,0.68,2748.096049563211,True
Home,PASS,THROUGH BALL-DEEP BALL,1,53551,2142.04,53604,2144.16,Player10,Player7,0.78,0.7,0.97,0.77,4424.751947234847,False
Home,PASS,CROSS,1,53604,2144.16,53634,2145.36,Player7,Player8,0.97,0.77,0.95,0.5,,False
Away,CHALLENGE,AERIAL-LOST,1,53633,2145.32,53633,2145.32,Player18,,0.95,0.51,,,3388.938995864877,True
Home,PASS,HEAD,1,53634,2145.36,53676,2147.04,Player8,Player6,0.95,0.5,0.85,0.39,,False
Home,PASS,,1,53676,2147.04,53695,2147.8,Player6,Player8,0.85,0.39,0.94,0.52,4116.2860226104995,False
Home,CHALLENGE,AERIAL-WON,1,53695,2147.8,53695,2147.8,Player8,,0.94,0.52,,,3389.1436747350926,False
Home,SHOT,HEAD-ON TARGET-SAVED,1,53695,2147.8,53707,2148.28,Player8,,0.94,0.52,1.0,0.54,4309.577180425877,False
Away,RECOVERY,SAVED,1,53708,2148.32,53708,2148.32,Player17,,0.99,0.55,,,3389.05699543768,True
Away,PASS,,1,53708,2148.32,53724,2148.96,Player17,Player18,0.99,0.55,0.94,0.58,64.71532706186991,True
Away,BALL LOST,,1,53724,2148.96,53775,2151.0,Player18,,0.94,0.58,0.88,0.73,950.3017407814505,True
Home,RECOVERY,,1,53775,2151.0,53775,2151.0,Player5,,0.86,0.72,,,3389.450490589454,False
Home,SHOT,BLOCKED,1,53775,2151.0,53775,2151.0,Player5,,0.86,0.72,0.89,0.73,4414.661539090414,False
Away,RECOVERY,BLOCKED,1,53776,2151.04,53776,2151.04,Player22,,0.89,0.7,,,3389.487029500435,False
Away,BALL OUT,,1,53776,2151.04,53821,2152.84,Player22,,0.89,0.7,0.77,1.03,983.609848846031,True
Home,SET PIECE,THROW IN,1,54288,2171.52,54288,2171.52,Player7,,,,,,0.0,True
Home,PASS,,1,54288,2171.52,54297,2171.88,Player7,Player5,0.77,1.01,0.8,0.91,2.895919262167498,True
Home,PASS,,1,54297,2171.88,54321,2172.84,Player5,Player7,0.8,0.91,0.76,1.0,889.514682977237,True
Home,CHALLENGE,GROUND-LOST,1,54373,2174.92,54373,2174.92,Player7,,0.71,0.93,,,3389.258644918353,False
Home,BALL LOST,THEFT,1,54373,2174.92,54373,2174.92,Player7,,0.71,0.93,,,3389.258644918353,False
Away,CHALLENGE,TACKLE-WON,1,54381,2175.24,54381,2175.24,Player21,,0.69,0.92,,,3389.263489483494,False
Away,RECOVERY,THEFT,1,54381,2175.24,54381,2175.24,Player21,,0.69,0.92,,,3389.263489483494,False
Away,PASS,,1,54381,2175.24,54411,2176.44,Player21,Player19,0.69,0.92,0.68,0.75,,False
Away,PASS,,1,54476,2179.04,54506,2180.24,Player19,Player23,0.64,0.69,0.52,0.55,,False
Home,CHALLENGE,GROUND-LOST,1,54505,2180.2,54505,2180.2,Player3,,0.51,0.56,,,3389.4915223660064,False
Away,CHALLENGE,GROUND-WON,1,54506,2180.24,54506,2180.24,Player23,,0.52,0.55,,,3389.4928197648246,False
Home,CHALLENGE,GROUND-LOST,1,54542,2181.68,54542,2181.68,Player8,,0.53,0.41,,,3389.585341073882,False
Away,CHALLENGE,GROUND-WON,1,54546,2181.84,54546,2181.84,Player23,,0.53,0.43,,,3389.578323657163,False
Away,CHALLENGE,TACKLE-LOST,1,54603,2184.12,54603,2184.12,Player23,,0.54,0.34,,,3389.630149870642,False
Away,BALL LOST,THEFT,1,54603,2184.12,54603,2184.12,Player23,,0.54,0.34,,,3389.630149870642,False
Home,CHALLENGE,TACKLE-WON,1,54604,2184.16,54604,2184.16,Player8,,0.53,0.35,,,3389.6263694167046,False
Home,RECOVERY,THEFT,1,54604,2184.16,54604,2184.16,Player8,,0.53,0.35,,,3389.6263694167046,False
Away,CHALLENGE,TACKLE-ADVANTAGE-LOST,1,54643,2185.72,54643,2185.72,Player15,,0.59,0.26,,,3389.1974427188356,False
Home,CHALLENGE,TACKLE-ADVANTAGE-WON,1,54647,2185.88,54647,2185.88,Player8,,0.57,0.26,,,3389.3451669670794,False
Home,PASS,,1,54647,2185.88,54720,2188.8,Player8,Player10,0.57,0.26,0.76,0.19,2183.470833848103,True
Home,PASS,,1,54839,2193.56,54867,2194.68,Player10,Player8,0.87,0.03,0.77,0.1,183.65493984363786,True
Home,PASS,,1,54898,2195.92,54918,2196.72,Player8,Player4,0.78,0.09,0.7,0.08,,False
Home,PASS,,1,54934,2197.36,54954,2198.16,Player4,Player6,0.7,0.09,0.68,0.21,1362.6827341485518,True
Home,PASS,,1,54994,2199.76,55079,2203.16,Player6,Player2,0.66,0.25,0.59,0.8,1460.3731876734482,True
Home,PASS,,1,55079,2203.16,55108,2204.32,Player2,Player7,0.59,0.8,0.71,0.95,4316.92377501402,False
Home,BALL LOST,INTERCEPTION,1,55148,2205.92,55186,2207.44,Player7,,0.75,0.95,0.93,0.55,,False
Away,CHALLENGE,AERIAL-WON,1,55187,2207.48,55187,2207.48,Player16,,0.93,0.55,,,3389.4371105467662,False
Away,RECOVERY,INTERCEPTION,1,55187,2207.48,55187,2207.48,Player16,,0.93,0.55,,,3389.4371105467662,False
Away,PASS,,1,55187,2207.48,55258,2210.32,Player16,Player22,0.93,0.55,0.82,0.94,1122.9907640029735,True
Away,PASS,,1,55332,2213.28,55354,2214.16,Player22,Player17,0.8,0.95,0.9,0.9,1837.995485861351,True
