Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Vision_Score,Defensive_Vulnerability,Defensive_Rating_100
Away,RECOVERY,,1,15462,618.48,15462,618.48,Player16,,0.79,0.71,,,3389.453528061396,False,70.94001377216011
Away,PASS,,1,15473,618.92,15521,620.84,Player16,Player25,0.8,0.71,0.94,0.61,1408.9204353237124,True,29.488185708481424
Away,BALL LOST,,1,15521,620.84,15646,625.84,Player25,,0.94,0.61,0.44,0.34,,False,
Home,RECOVERY,INTERCEPTION,1,15646,625.84,15646,625.84,Player4,,0.46,0.34,,,3389.6117424811173,False,70.94332514168357
Home,PASS,HEAD,1,15646,625.84,15690,627.6,Player4,Player3,0.46,0.34,0.39,0.46,737.9270558879008,True,15.444541450160582
Home,CHALLENGE,GROUND-FAULT-WON,1,15690,627.6,15690,627.6,Player3,,0.39,0.46,,,3389.524627311632,False,70.94150185327679
Home,FAULT RECEIVED,,1,15690,627.6,15690,627.6,Player3,,0.39,0.46,,,3389.524627311632,False,70.94150185327679
Away,CHALLENGE,GROUND-FAULT-LOST,1,15690,627.6,15690,627.6,Player24,,0.4,0.46,,,3389.516801297048,False,70.94133805767441
Home,SET PIECE,FREE KICK,1,15917,636.68,15917,636.68,Player3,,,,,,0.0,True,0.0
Home,PASS,,1,15917,636.68,15973,638.92,Player3,Player1,0.34,0.44,0.43,0.91,2563.922150203552,True,53.66194613389954
Home,PASS,,1,16045,641.8,16066,642.64,Player1,Player6,0.52,0.91,0.54,0.73,,False,
Home,PASS,,1,16066,642.64,16094,643.76,Player6,Player1,0.54,0.73,0.53,0.9,1661.1793155994017,True,34.767871148258585
Home,PASS,,1,16094,643.76,16134,645.36,Player1,Player2,0.53,0.9,0.35,0.8,,False,
Home,PASS,,1,16162,646.48,16193,647.72,Player2,Player3,0.35,0.79,0.3,0.53,,False,
Home,PASS,,1,16223,648.92,16252,650.08,Player3,Player6,0.29,0.57,0.47,0.67,4595.051248649104,False,96.17272995903558
Home,PASS,,1,16252,650.08,16303,652.12,Player6,Player4,0.47,0.67,0.41,0.22,,False,
Home,PASS,,1,16332,653.28,16359,654.36,Player4,Player10,0.44,0.22,0.53,0.27,4682.483650291801,False,98.00265791801644
Home,PASS,,1,16383,655.32,16424,656.96,Player10,Player8,0.56,0.24,0.69,0.03,178.08985024557597,True,3.72735496283053
Home,BALL LOST,,1,16465,658.6,16470,658.8,Player8,,0.77,0.07,0.78,0.14,2313.462075387918,True,48.41990902977686
Away,RECOVERY,INTERCEPTION,1,16471,658.84,16471,658.84,Player15,,0.8,0.13,,,3389.813220812746,False,70.94754200894616
Away,BALL OUT,,1,16471,658.84,16543,661.72,Player15,,0.8,0.13,1.03,0.2,4299.447343919096,False,89.98584912439996
Home,SET PIECE,CORNER KICK,1,17276,691.04,17276,691.04,Player6,,,,,,0.0,True,0.0
Home,BALL LOST,INTERCEPTION,1,17276,691.04,17318,692.72,Player6,,1.01,0.01,0.93,0.53,1374.2079194865632,True,28.761665539030357
Away,RECOVERY,INTERCEPTION,1,17316,692.64,17316,692.64,Player19,,0.94,0.51,,,3389.033620546132,True,70.93122526254663
Away,BALL OUT,HEAD,1,17316,692.64,17352,694.08,Player19,,0.94,0.51,1.04,0.67,4066.676753235125,False,85.11404640689251
Home,SET PIECE,CORNER KICK,1,18203,728.12,18203,728.12,Player6,,,,,,0.0,True,0.0
Home,PASS,,1,18203,728.12,18252,730.08,Player6,Player3,0.94,0.99,0.89,0.46,,False,
Home,CHALLENGE,AERIAL-WON,1,18252,730.08,18252,730.08,Player3,,0.89,0.46,,,3388.9105945277965,True,70.92865037330186
Home,PASS,HEAD,1,18252,730.08,18270,730.8,Player3,Player8,0.89,0.46,0.94,0.55,3881.502625826562,False,81.23842013266992
Away,CHALLENGE,AERIAL-LOST,1,18252,730.08,18252,730.08,Player17,,0.89,0.47,,,3389.006444696576,True,70.93065648202617
Home,SHOT,HEAD-OFF TARGET-OUT,1,18270,730.8,18301,732.04,Player8,,0.94,0.55,1.03,0.61,4730.612794202436,False,99.0099831707735
Away,RECOVERY,,1,18558,742.32,18558,742.32,Player25,,0.96,0.6,,,3389.5270283073432,False,70.94155210523257
Away,PASS,GOAL KICK,1,18558,742.32,18606,744.24,Player25,Player17,0.96,0.6,0.84,0.92,970.0222485740516,True,20.30220833636946
Away,PASS,,1,18725,749.0,18754,750.16,Player17,Player22,0.67,0.86,0.6,0.99,778.8022928437781,True,16.3000451024702
Away,PASS,,1,18793,751.72,18814,752.56,Player22,Player17,0.61,0.96,0.71,0.91,1834.533003394553,True,38.39609997565793
Away,PASS,,1,18878,755.12,18931,757.24,Player17,Player25,0.74,0.96,0.96,0.74,936.8315703870436,True,19.607539668337783
Away,BALL LOST,INTERCEPTION,1,18931,757.24,19018,760.72,Player25,,0.96,0.74,0.51,0.79,,False,
Home,RECOVERY,INTERCEPTION,1,19018,760.72,19018,760.72,Player2,,0.5,0.8,,,3389.2988920140688,False,70.93677729665272
Home,BALL LOST,HEAD,1,19018,760.72,19114,764.56,Player2,,0.5,0.8,0.69,0.52,345.2030304197418,True,7.224972264533232
Away,RECOVERY,,1,19116,764.64,19116,764.64,Player19,,0.69,0.49,,,3389.572267025788,False,70.94249893494508
Away,PASS,,1,19214,768.56,19252,770.08,Player19,Player18,0.54,0.3,0.45,0.02,,False,
Away,PASS,,1,19269,770.76,19294,771.76,Player18,Player19,0.45,0.03,0.48,0.18,2628.172317587032,True,55.00667846945528
Away,PASS,,1,19348,773.92,19380,775.2,Player19,Player20,0.48,0.23,0.44,0.48,1367.7794911352544,True,28.627120901672242
Away,PASS,,1,19380,775.2,19412,776.48,Player20,Player23,0.44,0.48,0.34,0.34,,False,
Away,PASS,DEEP BALL,1,19412,776.48,19470,778.8,Player23,Player24,0.34,0.34,0.13,0.37,,False,
Away,SHOT,ON TARGET-SAVED,1,19470,778.8,19483,779.32,Player24,,0.13,0.37,0.02,0.48,412.2944126536879,True,8.629170180293292
Home,RECOVERY,SAVED,1,19482,779.28,19482,779.28,Player11,,0.03,0.47,,,3389.369443513712,False,70.93825391355125
Home,PASS,,1,19482,779.28,19529,781.16,Player11,Player3,0.03,0.47,0.08,0.41,687.834162372451,True,14.39611564155956
Home,PASS,,1,19529,781.16,19571,782.84,Player3,Player8,0.08,0.41,0.22,0.25,747.6390293233962,True,15.64780947657396
Home,BALL LOST,HEAD,1,19571,782.84,19617,784.68,Player8,,0.22,0.25,0.34,0.22,2500.981280658344,True,52.34461691979387
Away,RECOVERY,INTERCEPTION,1,19616,784.64,19616,784.64,Player20,,0.37,0.26,,,3389.6399008485505,False,70.94391448594128
Away,BALL OUT,HEAD,1,19616,784.64,19709,788.36,Player20,,0.37,0.26,0.41,-0.04,,False,
Home,SET PIECE,THROW IN,1,20146,805.84,20146,805.84,Player4,,,,,,0.0,True,0.0
Home,BALL LOST,INTERCEPTION,1,20146,805.84,20183,807.32,Player4,,0.39,0.0,0.51,0.16,4274.936873937653,False,89.47285401658972
Away,CHALLENGE,AERIAL-WON,1,20182,807.28,20182,807.28,Player15,,0.51,0.12,,,3389.177813580689,False,70.93424316964364
Away,RECOVERY,INTERCEPTION,1,20182,807.28,20182,807.28,Player15,,0.51,0.12,,,3389.177813580689,False,70.93424316964364
Away,PASS,HEAD,1,20182,807.28,20216,808.64,Player15,Player21,0.51,0.12,0.44,0.25,781.0270040444248,True,16.34660748838473
Home,CHALLENGE,AERIAL-LOST,1,20183,807.32,20183,807.32,Player8,,0.5,0.1,,,3389.2021075048224,False,70.93475163252661
Away,PASS,,1,20293,811.72,20325,813.0,Player21,Player19,0.41,0.15,0.36,0.02,,False,
Away,BALL LOST,,1,20345,813.8,20363,814.52,Player19,,0.32,0.03,0.25,0.08,197.96858230221017,True,4.14340950206396
Home,RECOVERY,INTERCEPTION,1,20362,814.48,20362,814.48,Player7,,0.28,0.14,,,3389.699408946411,False,70.94515996850855
Home,PASS,,1,20362,814.48,20380,815.2,Player7,Player4,0.28,0.14,0.22,0.1,,False,
Home,PASS,,1,20471,818.84,20528,821.12,Player4,Player9,0.28,0.03,0.43,0.51,3008.3274784985574,True,62.96318594989443
Home,PASS,,1,20552,822.08,20622,824.88,Player9,Player1,0.4,0.53,0.36,0.91,1524.8913260898034,True,31.91541373211555
Home,BALL LOST,INTERCEPTION,1,20622,824.88,20671,826.84,Player1,,0.36,0.91,0.52,0.85,2156.447397898559,True,45.13364966929017
Away,RECOVERY,INTERCEPTION,1,20666,826.64,20666,826.64,Player17,,0.49,0.9,,,3389.2145948955367,False,70.9350129890143
Away,PASS,,1,20666,826.64,20716,828.64,Player17,Player22,0.49,0.9,0.64,0.87,2638.239832926667,True,55.217387856951625
Away,PASS,,1,20834,833.36,20850,834.0,Player22,Player20,0.59,0.82,0.61,0.73,,False,
Away,PASS,,1,20904,836.16,20960,838.4,Player20,Player15,0.61,0.68,0.62,0.29,,False,
Away,PASS,,1,21063,842.52,21086,843.44,Player15,Player21,0.5,0.23,0.44,0.21,,False,
Away,PASS,,1,21128,845.12,21162,846.48,Player21,Player23,0.47,0.23,0.35,0.22,,False,
Away,PASS,,1,21294,851.76,21318,852.72,Player23,Player21,0.38,0.25,0.42,0.2,620.010345608993,True,12.976588140903111
Away,PASS,,1,21362,854.48,21386,855.44,Player21,Player20,0.42,0.24,0.37,0.38,999.4597251484148,True,20.918323877212224
Away,PASS,,1,21413,856.52,21437,857.48,Player20,Player19,0.35,0.36,0.32,0.47,1141.9631512563788,True,23.90086809178387
Away,BALL LOST,INTERCEPTION,1,21437,857.48,21473,858.92,Player19,,0.32,0.47,0.33,0.11,,False,
Home,RECOVERY,INTERCEPTION,1,21471,858.84,21471,858.84,Player8,,0.34,0.21,,,3389.666390680164,False,70.94446890835891
Home,BALL LOST,HEAD,1,21471,858.84,21515,860.6,Player8,,0.34,0.21,0.38,0.41,2649.347834344516,True,55.449874234782
Away,RECOVERY,,1,21515,860.6,21515,860.6,Player19,,0.39,0.46,,,3389.524627311632,False,70.94150185327679
Away,PASS,,1,21515,860.6,21549,861.96,Player19,Player16,0.39,0.46,0.53,0.43,2575.008164329099,True,53.89397232580148
Away,PASS,,1,21580,863.2,21633,865.32,Player16,Player17,0.53,0.47,0.48,0.78,1376.5003052580985,True,28.809644328784355
Away,PASS,,1,21716,868.64,21746,869.84,Player17,Player16,0.46,0.77,0.58,0.62,606.8389685338632,True,12.700916070649814
Away,PASS,,1,21811,872.44,21870,874.8,Player16,Player22,0.56,0.6,0.28,0.97,580.4782055282078,True,12.149195011433697
Away,BALL OUT,,1,21886,875.44,21983,879.32,Player22,,0.25,0.97,-0.04,0.73,,False,
Home,RECOVERY,,1,22578,903.12,22578,903.12,Player11,,0.04,0.51,,,3389.355371967161,False,70.93795940126546
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,22578,903.12,22661,906.44,Player11,,0.04,0.51,0.6,0.87,4609.588340507167,False,96.47698593660844
Away,CHALLENGE,AERIAL-WON,1,22660,906.4,22660,906.4,Player22,,0.55,0.91,,,3389.2109999971144,False,70.93493774911457
Away,RECOVERY,INTERCEPTION,1,22660,906.4,22660,906.4,Player22,,0.55,0.91,,,3389.2109999971144,False,70.93493774911457
Away,BALL LOST,HEAD,1,22660,906.4,22663,906.52,Player22,,0.55,0.91,0.57,0.87,,False,
Home,CHALLENGE,AERIAL-LOST,1,22661,906.44,22661,906.44,Player9,,0.54,0.9,,,3389.210489331056,False,70.93492706106208
Home,RECOVERY,,1,22665,906.6,22665,906.6,Player9,,0.54,0.91,,,3389.219138045688,False,70.93510807547341
Home,BALL LOST,,1,22665,906.6,22674,906.96,Player9,,0.54,0.91,0.6,0.91,3242.0173597170387,True,67.8542290796509
Away,RECOVERY,,1,22677,907.08,22677,907.08,Player22,,0.54,0.94,,,3389.187805609351,False,70.93445229912277
Away,BALL LOST,,1,22681,907.24,22737,909.48,Player22,,0.54,0.94,0.55,0.67,,False,
Home,RECOVERY,INTERCEPTION,1,22738,909.52,22738,909.52,Player6,,0.53,0.69,,,3389.392005294113,False,70.93872612330398
Home,BALL LOST,,1,22738,909.52,22747,909.88,Player6,,0.53,0.69,0.57,0.63,305.9953400930364,True,6.404369748899423
Away,RECOVERY,INTERCEPTION,1,22746,909.84,22746,909.84,Player21,,0.55,0.6,,,3389.46097520658,False,70.94016963816551
Away,PASS,,1,22746,909.84,22795,911.8,Player21,Player19,0.55,0.6,0.6,0.72,3490.291980684503,False,73.05052543978519
Away,PASS,,1,22795,911.8,22814,912.56,Player19,Player16,0.6,0.72,0.69,0.62,780.508971341893,True,16.335765254748015
Away,PASS,,1,22814,912.56,22835,913.4,Player16,Player21,0.69,0.62,0.6,0.57,,False,
Away,PASS,,1,22996,919.84,23044,921.76,Player21,Player15,0.59,0.39,0.56,0.17,,False,
Away,PASS,,1,23061,922.44,23085,923.4,Player15,Player21,0.55,0.18,0.48,0.32,815.2956369207386,True,17.063837350978307
Away,PASS,,1,23146,925.84,23174,926.96,Player21,Player20,0.44,0.42,0.52,0.63,3266.636875696667,True,68.36950648003399
Away,PASS,,1,23193,927.72,23239,929.56,Player20,Player17,0.51,0.64,0.46,0.92,1333.4309813655225,True,27.908219245123604
Away,PASS,,1,23305,932.2,23320,932.8,Player17,Player21,0.41,0.88,0.38,0.75,,False,
Away,PASS,,1,23320,932.8,23344,933.76,Player21,Player20,0.38,0.75,0.48,0.79,4460.326796142676,False,93.35299679641007
Away,PASS,,1,23344,933.76,23388,935.52,Player20,Player16,0.48,0.79,0.54,0.58,,False,
Away,PASS,,1,23500,940.0,23529,941.16,Player16,Player15,0.52,0.5,0.5,0.29,,False,
Away,PASS,,1,23578,943.12,23613,944.52,Player15,Player18,0.47,0.25,0.3,0.02,,False,
Away,PASS,,1,23683,947.32,23720,948.8,Player18,Player21,0.26,0.09,0.31,0.33,2654.781266386059,True,55.56359396590268
Away,PASS,,1,23729,949.16,23748,949.92,Player21,Player19,0.31,0.34,0.22,0.4,145.20265939877677,True,3.039038173034044
Away,PASS,,1,23748,949.92,23766,950.64,Player19,Player21,0.22,0.4,0.28,0.34,943.5704219554556,True,19.74858134927952
Away,CHALLENGE,GROUND-WON,1,23812,952.48,23812,952.48,Player21,,0.29,0.33,,,3389.590466917407,False,70.94287985197238
Home,CHALLENGE,GROUND-LOST,1,23812,952.48,23812,952.48,Player8,,0.29,0.33,,,3389.590466917407,False,70.94287985197238
Away,BALL LOST,INTERCEPTION,1,23846,953.84,23862,954.48,Player21,,0.3,0.38,0.31,0.45,2431.7480503735114,True,50.89559091331953
Home,RECOVERY,,1,23860,954.4,23860,954.4,Player9,,0.32,0.49,,,3389.4848471172727,False,70.94066926846266
Home,PASS,,1,23860,954.4,23873,954.92,Player9,Player6,0.32,0.49,0.3,0.45,,False,
Home,BALL LOST,INTERCEPTION,1,23903,956.12,23909,956.36,Player6,,0.3,0.48,0.29,0.59,1476.068041587772,True,30.89356037248056
Away,RECOVERY,INTERCEPTION,1,23909,956.36,23909,956.36,Player19,,0.31,0.52,,,3389.459844325219,False,70.94014596923522
Away,PASS,,1,23909,956.36,23942,957.68,Player19,Player24,0.31,0.52,0.3,0.47,,False,
Away,PASS,,1,23958,958.32,23977,959.08,Player24,Player18,0.3,0.44,0.29,0.31,,False,
Away,BALL LOST,,1,24026,961.04,24036,961.44,Player18,,0.27,0.42,0.25,0.52,1262.0298886408675,True,26.413820676357464
Home,RECOVERY,,1,24035,961.4,24035,961.4,Player6,,0.24,0.5,,,3389.441713910813,False,70.93976650634039
Home,PASS,,1,24035,961.4,24072,962.88,Player6,Player4,0.24,0.5,0.18,0.37,,False,
Home,PASS,,1,24072,962.88,24098,963.92,Player4,Player2,0.18,0.37,0.15,0.54,1335.452516226147,True,27.95052922508537
Home,BALL LOST,,1,24098,963.92,24186,967.44,Player2,,0.15,0.54,0.47,0.54,3307.9969960448425,True,69.23515856312832
Away,RECOVERY,,1,24186,967.44,24186,967.44,Player16,,0.49,0.54,,,3389.5008631647406,False,70.94100447843633
Away,PASS,,1,24186,967.44,24218,968.72,Player16,Player19,0.49,0.54,0.34,0.65,215.3313393418325,True,4.506805610998948
Away,PASS,,1,24218,968.72,24239,969.56,Player19,Player21,0.34,0.65,0.35,0.5,,False,
Away,PASS,,1,24266,970.64,24287,971.48,Player21,Player19,0.34,0.53,0.35,0.66,2160.9361181648305,True,45.227596930957105
Away,PASS,,1,24308,972.32,24383,975.32,Player19,Player23,0.33,0.66,0.18,0.12,,False,
Away,PASS,,1,24393,975.72,24433,977.32,Player23,Player18,0.19,0.11,0.12,0.17,324.95573803095846,True,6.80120389331418
Away,BALL LOST,INTERCEPTION,1,24433,977.32,24486,979.44,Player18,,0.12,0.17,0.09,0.11,,False,
Away,CHALLENGE,GROUND-LOST,1,24448,977.92,24448,977.92,Player18,,0.1,0.16,,,3389.646188990629,False,70.94404609443863
Home,CHALLENGE,GROUND-WON,1,24450,978.0,24450,978.0,Player8,,0.09,0.16,,,3389.6481616487927,False,70.94408738144732
Home,RECOVERY,INTERCEPTION,1,24486,979.44,24486,979.44,Player8,,0.07,0.11,,,3389.666449760407,False,70.94447014488662
Home,BALL LOST,,1,24551,982.04,24560,982.4,Player8,,0.16,0.03,0.25,0.05,3918.115737881717,False,82.0047190808428
Away,RECOVERY,,1,24556,982.24,24556,982.24,Player23,,0.18,0.05,,,3389.722415968441,False,70.94564149700456
Away,BALL OUT,,1,24556,982.24,24591,983.64,Player23,,0.18,0.05,0.29,-0.04,1223.971563299488,True,25.617273946475905
Home,SET PIECE,THROW IN,1,24980,999.2,24980,999.2,Player4,,,,,,0.0,True,0.0
Home,PASS,,1,24980,999.2,25031,1001.24,Player4,Player10,0.26,-0.01,0.34,0.1,4307.059859038238,False,90.14517626162777
Away,CHALLENGE,GROUND-FAULT-LOST,1,25074,1002.96,25074,1002.96,Player20,,0.36,0.19,,,3389.685693202763,False,70.94487290304644
Home,CHALLENGE,GROUND-FAULT-WON,1,25087,1003.48,25087,1003.48,Player10,,0.36,0.26,,,3389.638635769391,False,70.94388800830048
Home,FAULT RECEIVED,,1,25087,1003.48,25087,1003.48,Player10,,0.36,0.26,,,3389.638635769391,False,70.94388800830048
Home,SET PIECE,FREE KICK,1,25476,1019.04,25476,1019.04,Player7,,,,,,0.0,True,0.0
Home,PASS,,1,25476,1019.04,25517,1020.68,Player7,Player6,0.42,0.37,0.39,0.64,1499.7137029702906,True,31.388455354884144
Home,PASS,,1,25546,1021.84,25578,1023.12,Player6,Player1,0.4,0.67,0.48,0.94,2952.9445187468777,True,61.8040410036664
Home,CHALLENGE,DRIBBLE-WON,1,25595,1023.8,25595,1023.8,Player1,,0.5,0.94,,,3389.182663137409,False,70.93434466907935
Home,BALL LOST,INTERCEPTION,1,25704,1028.16,25705,1028.2,Player1,,0.73,0.95,0.76,0.93,1205.8793362945169,True,25.23861029988041
Away,RECOVERY,INTERCEPTION,1,25705,1028.2,25705,1028.2,Player22,,0.73,0.94,,,3389.256124075688,False,70.9358821794568
Away,BALL OUT,,1,25705,1028.2,25773,1030.92,Player22,,0.73,0.94,1.04,0.93,3165.081365395194,True,66.24398705934266
Home,SET PIECE,CORNER KICK,1,26544,1061.76,26544,1061.76,Player6,,,,,,0.0,True,0.0
Home,PASS,,1,26544,1061.76,26590,1063.6,Player6,Player10,0.97,0.98,0.86,0.66,,False,
Home,PASS,,1,26590,1063.6,26608,1064.32,Player10,Player8,0.86,0.66,0.95,0.53,368.1792910565762,True,7.705856935916236
Home,SHOT,HEAD-OFF TARGET-OUT,1,26608,1064.32,26636,1065.44,Player8,,0.95,0.53,1.03,0.47,1343.6151824511935,True,28.12137082230105
Away,RECOVERY,,1,27247,1089.88,27247,1089.88,Player25,,0.95,0.46,,,3389.205784134522,False,70.93482858303189
Away,BALL LOST,GOAL KICK-INTERCEPTION,1,27247,1089.88,27330,1093.2,Player25,,0.95,0.46,0.44,0.12,,False,
Home,CHALLENGE,AERIAL-WON,1,27329,1093.16,27329,1093.16,Player4,,0.45,0.18,,,3389.436141444849,False,70.93964987668049
Home,RECOVERY,INTERCEPTION,1,27329,1093.16,27329,1093.16,Player4,,0.45,0.18,,,3389.436141444849,False,70.93964987668049
Home,BALL LOST,HEAD,1,27329,1093.16,27415,1096.6,Player4,,0.45,0.18,0.46,0.55,1984.667702275608,True,41.5383639182448
Away,CHALLENGE,AERIAL-LOST,1,27330,1093.2,27330,1093.2,Player18,,0.46,0.17,,,3389.280117396788,False,70.93638435082902
Away,RECOVERY,,1,27412,1096.48,27412,1096.48,Player21,,0.45,0.53,,,3389.480281908288,False,70.94057372032027
Away,PASS,,1,27412,1096.48,27456,1098.24,Player21,Player22,0.45,0.53,0.36,0.89,1170.3384413293393,True,24.49475246042903
Away,PASS,,1,27534,1101.36,27557,1102.28,Player22,Player21,0.31,0.92,0.36,0.82,,False,
Away,PASS,,1,27578,1103.12,27601,1104.04,Player21,Player23,0.34,0.82,0.23,0.78,,False,
Away,PASS,,1,27609,1104.36,27624,1104.96,Player23,Player21,0.24,0.78,0.28,0.83,4374.132033986519,False,91.54897217597421
Away,PASS,,1,27657,1106.28,27673,1106.92,Player21,Player19,0.27,0.8,0.31,0.72,,False,
Away,BALL LOST,INTERCEPTION,1,27711,1108.44,27724,1108.96,Player19,,0.28,0.72,0.23,0.84,903.094552701155,True,18.901436315849157
Home,RECOVERY,INTERCEPTION,1,27724,1108.96,27724,1108.96,Player5,,0.22,0.84,,,3389.1653330803865,False,70.93398195736974
Home,PASS,,1,27724,1108.96,27746,1109.84,Player5,Player1,0.22,0.84,0.15,0.79,,False,
Home,PASS,,1,27778,1111.12,27797,1111.88,Player1,Player5,0.17,0.8,0.23,0.9,3995.045631978738,False,83.61483342569262
Home,PASS,,1,27797,1111.88,27839,1113.56,Player5,Player7,0.23,0.9,0.29,0.79,,False,
Home,PASS,,1,27839,1113.56,27870,1114.8,Player7,Player5,0.29,0.79,0.38,0.92,4191.652712509545,False,87.7297471972164
Home,PASS,,1,27942,1117.68,27991,1119.64,Player5,Player8,0.54,0.73,0.63,0.3,,False,
Home,BALL LOST,,1,28079,1123.16,28107,1124.28,Player8,,0.83,0.25,0.98,0.5,3900.194437262744,False,81.62963286054224
Away,RECOVERY,,1,28106,1124.24,28106,1124.24,Player25,,0.98,0.48,,,3389.378437219554,False,70.93844214850152
Away,PASS,,1,28339,1133.56,28407,1136.28,Player25,Player21,0.86,0.55,0.63,0.97,764.1988062727979,True,15.994399508013736
Away,BALL LOST,INTERCEPTION,1,28527,1141.08,28589,1143.56,Player21,,0.42,0.96,0.13,0.87,,False,
Home,RECOVERY,INTERCEPTION,1,28586,1143.44,28586,1143.44,Player2,,0.17,0.82,,,3389.17544643558,False,70.93419362616848
Home,BALL OUT,CLEARANCE,1,28586,1143.44,28605,1144.2,Player2,,0.17,0.82,0.13,1.03,1277.1707738676455,True,26.730713826718684
Away,SET PIECE,THROW IN,1,28788,1151.52,28788,1151.52,Player21,,,,,,0.0,True,0.0
Away,PASS,,1,28788,1151.52,28811,1152.44,Player21,Player22,0.19,1.01,0.25,0.98,1493.1494139192273,True,31.251067203127057
Away,PASS,,1,28858,1154.32,28885,1155.4,Player22,Player19,0.26,0.95,0.29,0.77,,False,
Away,PASS,,1,28917,1156.68,28943,1157.72,Player19,Player22,0.28,0.79,0.26,0.95,1468.6541852435698,True,30.738391090232476
Away,PASS,,1,28956,1158.24,28982,1159.28,Player22,Player21,0.26,0.94,0.17,0.98,,False,
Away,BALL LOST,CROSS-INTERCEPTION,1,29016,1160.64,29061,1162.44,Player21,,0.16,0.96,0.09,0.44,,False,
Home,RECOVERY,INTERCEPTION,1,29063,1162.52,29063,1162.52,Player2,,0.13,0.71,,,3389.2461854141075,False,70.93567416693101
Home,PASS,,1,29063,1162.52,29096,1163.84,Player2,Player9,0.13,0.71,0.27,0.6,1268.63526422743,True,26.55206875416753
Home,PASS,,1,29096,1163.84,29112,1164.48,Player9,Player6,0.27,0.6,0.2,0.56,,False,
Home,PASS,,1,29208,1168.32,29242,1169.68,Player6,Player3,0.2,0.52,0.16,0.36,,False,
Home,BALL LOST,INTERCEPTION,1,29264,1170.56,29301,1172.04,Player3,,0.19,0.31,0.33,0.05,,False,
Away,RECOVERY,INTERCEPTION,1,29301,1172.04,29301,1172.04,Player18,,0.32,0.11,,,3389.615933430542,False,70.94341285671122
Away,PASS,,1,29337,1173.48,29367,1174.68,Player18,Player24,0.28,0.06,0.21,0.19,779.3058532069865,True,16.31058443537604
Away,PASS,,1,29394,1175.76,29420,1176.8,Player24,Player19,0.22,0.19,0.28,0.35,3273.7328700067974,True,68.51802302699951
Away,PASS,,1,29468,1178.72,29517,1180.68,Player19,Player18,0.26,0.39,0.12,0.07,,False,
Away,BALL LOST,OFFSIDE,1,29517,1180.68,29517,1180.68,Player18,,0.12,0.07,,,3389.7041649620896,False,70.94525951016473
Home,SET PIECE,FREE KICK,1,30368,1214.72,30368,1214.72,Player11,,,,,,0.0,True,0.0
Home,BALL LOST,INTERCEPTION,1,30368,1214.72,30442,1217.68,Player11,,0.16,0.18,0.67,0.13,2884.7564653644995,True,60.37689016474948
Away,RECOVERY,INTERCEPTION,1,30442,1217.68,30442,1217.68,Player15,,0.67,0.21,,,3389.192746211693,False,70.93455570410983
Away,PASS,HEAD,1,30442,1217.68,30483,1219.32,Player15,Player19,0.67,0.21,0.61,0.34,870.4782341427692,True,18.218788783268167
Away,BALL LOST,INTERCEPTION,1,30503,1220.12,30517,1220.68,Player19,,0.61,0.37,0.62,0.38,4654.700734613099,False,97.42117172723064
Home,RECOVERY,,1,30518,1220.72,30518,1220.72,Player6,,0.6,0.4,,,3389.609453921741,False,70.94327724297887
Home,PASS,,1,30593,1223.72,30628,1225.12,Player6,Player10,0.59,0.61,0.62,0.75,2713.5698468545074,True,56.79401729920702
Home,PASS,,1,30655,1226.2,30686,1227.44,Player10,Player5,0.65,0.77,0.69,0.94,2771.0767534689758,True,57.99761567087669
Home,PASS,,1,30708,1228.32,30729,1229.16,Player5,Player6,0.69,0.93,0.61,0.84,,False,
Home,PASS,,1,30729,1229.16,30753,1230.12,Player6,Player10,0.61,0.84,0.7,0.72,504.6242474945485,True,10.561599612048367
Home,CHALLENGE,TACKLE-LOST,1,30807,1232.28,30807,1232.28,Player10,,0.76,0.66,,,3389.461656722169,False,70.94018390203576
Home,BALL LOST,THEFT,1,30807,1232.28,30807,1232.28,Player10,,0.76,0.66,,,3389.461656722169,False,70.94018390203576
Away,CHALLENGE,TACKLE-WON,1,30807,1232.28,30807,1232.28,Player19,,0.76,0.66,,,3389.461656722169,False,70.94018390203576
